order_id,order_date,customer_name,product,category,price,quantity,discount,country,status
1064,2024-11-27,alice,Mouse,Accessories,50,1,15%,Usa,pending
1022,09-24-2024,charlie,Speaker,Accessories,150,5,20%,UK,pending
1031,2024-02-14,david,Headphones,Accessories,200,5,0%,Germany,pending
1023,09/06/2024,charlie,Keyboard,Accessories,$100,5,,usa,delivered
1024,02/13/2024,,Mouse,Accessories,$50,2,15%,Germany,shipped
1011,05/30/2024,david,Headphones,Accessories,$200,5,10%,canada,delivered
1070,2024-06-18,,Camera,Electronics,$700,3,10%,USA,delivered
1068,12/19/2024,bob,Headphones,Accessories,200,3,20%,UK,shipped
1024,05/31/2024,charlie,Tablet,Electronics,$500,5,,usa,delivered
1037,12/23/2024,,Camera,Electronics,$700,1,15%,Canada,shipped
1006,2024-05-09,alice,Phone,Electronics,$800,1,5%,Usa,delivered
1038,02/13/2024,alice,Printer,Electronics,250,5,20%,canada,pending
1056,06-01-2024,david,Keyboard,Accessories,$100,1,5%,uk,pending
1084,02/11/2024,bob,Tablet,Electronics,$500,2,20%,Germany,pending
1004,2024-04-28,,Keyboard,Accessories,100,4,,UK,delivered
1075,12/04/2024,david,Phone,Electronics,$800,two,0%,usa,shipped
1039,10-31-2024,ALICE,Speaker,Accessories,150,4,15%,UK,delivered
1069,2024-09-09,alice,Speaker,Accessories,$150,4,0%,USA,shipped
1086,10-21-2024,alice,Keyboard,Accessories,$100,2,10%,Usa,delivered
1055,2024-11-21,alice,Camera,Electronics,$700,3,,Usa,pending
1052,2024-12-21,charlie,Mouse,Accessories,50,5,,UK,pending
1014,07-25-2024,ALICE,Laptop,Electronics,$1000,5,,germany,pending
1079,09-12-2024,david,Laptop,Electronics,$1000,5,,Germany,shipped
1003,11-18-2024,ALICE,Headphones,Accessories,200,3,0%,uk,shipped
1059,03-01-2024,ALICE,Tablet,Electronics,$500,3,,Germany,pending
1031,08-21-2024,bob,Mouse,Accessories,$50,5,0%,UK,pending
1043,2024-09-16,ALICE,Laptop,Electronics,$1000,three,15%,Usa,pending
1068,2024-09-04,charlie,Printer,Electronics,250,4,5%,uk,delivered
1049,2024-04-29,alice,Monitor,Electronics,300,4,5%,Germany,shipped
1016,09-14-2024,charlie,Phone,Electronics,800,4,0%,Usa,pending
1083,03/20/2024,david,Keyboard,Accessories,$100,4,20%,canada,pending
1080,09-06-2024,alice,Speaker,Accessories,$150,three,15%,USA,delivered
1090,2024-02-21,bob,Keyboard,Accessories,100,1,,Canada,pending
1055,03/15/2024,emma,Mouse,Accessories,$50,2,,canada,delivered
1087,2024-05-03,emma,Tablet,Electronics,$500,3,15%,UK,delivered
1069,03/21/2024,david,Monitor,Electronics,300,3,10%,Germany,pending
1025,2024-07-15,alice,Headphones,Accessories,$200,3,10%,usa,delivered
1050,05/20/2024,emma,Laptop,Electronics,1000,four,5%,Canada,shipped
1081,04-07-2024,charlie,Tablet,Electronics,$500,1,20%,Canada,delivered
1016,2024-02-16,charlie,Mouse,Accessories,$50,2,10%,germany,delivered
1034,2024-03-25,ALICE,Camera,Electronics,700,3,0%,Germany,shipped
1018,04-25-2024,,Mouse,Accessories,50,5,0%,UK,delivered
1015,2024-08-20,,Keyboard,Accessories,$100,3,,usa,delivered
1071,06-16-2024,bob,Phone,Electronics,$800,four,15%,USA,shipped
1005,2024-01-20,david,Phone,Electronics,$800,5,20%,canada,delivered
1095,2024-03-20,,Phone,Electronics,800,5,0%,Canada,shipped
1056,08/15/2024,ALICE,Monitor,Electronics,$300,3,10%,usa,pending
1035,04/07/2024,ALICE,Camera,Electronics,$700,2,0%,usa,pending
1031,03-05-2024,bob,Phone,Electronics,800,5,,uk,pending
1099,03-16-2024,alice,Keyboard,Accessories,100,two,5%,USA,delivered
1003,03/08/2024,charlie,Headphones,Accessories,$200,1,,canada,delivered
1014,2024-02-02,david,Monitor,Electronics,$300,1,,usa,delivered
1100,12-03-2024,charlie,Camera,Electronics,$700,1,15%,canada,delivered
1013,09-08-2024,david,Phone,Electronics,800,3,,UK,delivered
1081,10-26-2024,,Monitor,Electronics,$300,5,20%,canada,shipped
1089,02-28-2024,,Printer,Electronics,250,2,15%,Canada,pending
1051,07-31-2024,alice,Monitor,Electronics,$300,3,,Germany,shipped
1011,02/13/2024,david,Phone,Electronics,800,three,20%,germany,delivered
1042,12/09/2024,david,Monitor,Electronics,300,four,10%,UK,pending
1013,10-22-2024,bob,Tablet,Electronics,$500,two,20%,Canada,shipped
1097,05-22-2024,bob,Mouse,Accessories,50,5,0%,UK,shipped
1023,05-19-2024,ALICE,Keyboard,Accessories,100,3,20%,canada,shipped
1018,11/20/2024,alice,Printer,Electronics,$250,4,,UK,delivered
1041,10-17-2024,alice,Laptop,Electronics,$1000,5,,Germany,delivered
1054,09-05-2024,david,Mouse,Accessories,$50,5,10%,Germany,delivered
1085,06/06/2024,bob,Mouse,Accessories,50,1,5%,Usa,pending
1037,06/16/2024,alice,Camera,Electronics,700,2,5%,germany,delivered
1085,06/30/2024,david,Laptop,Electronics,$1000,four,20%,canada,delivered
1051,12-29-2024,david,Keyboard,Accessories,$100,one,,Germany,delivered
1046,2024-02-15,ALICE,Phone,Electronics,$800,5,,UK,delivered
1043,2024-04-23,ALICE,Tablet,Electronics,$500,1,,Canada,pending
1093,11/26/2024,bob,Phone,Electronics,$800,2,,USA,shipped
1098,2024-11-17,david,Speaker,Accessories,150,4,20%,Canada,delivered
1040,2024-03-18,alice,Camera,Electronics,$700,3,10%,germany,shipped
1039,2024-08-24,alice,Laptop,Electronics,$1000,3,0%,germany,pending
1059,10-24-2024,ALICE,Laptop,Electronics,$1000,5,15%,germany,shipped
1007,08/18/2024,ALICE,Monitor,Electronics,300,1,,uk,delivered
1056,08-12-2024,emma,Speaker,Accessories,$150,three,10%,usa,delivered
1082,06/20/2024,charlie,Phone,Electronics,$800,4,20%,Usa,pending
1010,10-25-2024,bob,Monitor,Electronics,$300,4,0%,UK,delivered
1048,2024-11-25,ALICE,Tablet,Electronics,$500,5,20%,Canada,shipped
1046,06/07/2024,bob,Monitor,Electronics,300,4,5%,USA,pending
1100,02-21-2024,ALICE,Printer,Electronics,250,5,20%,Usa,delivered
1048,03/19/2024,bob,Speaker,Accessories,150,2,,Canada,delivered
1092,2024-05-01,emma,Keyboard,Accessories,100,4,,Germany,shipped
1047,12-13-2024,david,Camera,Electronics,700,4,5%,uk,delivered
1017,05/08/2024,,Camera,Electronics,700,five,20%,USA,pending
1010,2024-03-23,david,Printer,Electronics,$250,4,15%,Canada,shipped
1053,2024-01-28,emma,Monitor,Electronics,$300,1,,USA,delivered
1083,06/20/2024,bob,Laptop,Electronics,$1000,4,,Germany,pending
1078,01/03/2024,alice,Keyboard,Accessories,$100,2,20%,canada,shipped
1099,05/27/2024,charlie,Phone,Electronics,$800,4,0%,USA,pending
1076,10/01/2024,,Printer,Electronics,$250,2,,Canada,shipped
1073,08/01/2024,,Phone,Electronics,$800,3,20%,germany,delivered
1002,2024-07-18,alice,Mouse,Accessories,50,3,0%,Canada,shipped
1093,12-02-2024,alice,Speaker,Accessories,150,3,10%,Usa,delivered
1059,2024-12-22,,Tablet,Electronics,500,1,0%,UK,shipped
1005,04/12/2024,charlie,Keyboard,Accessories,$100,5,,uk,pending
1045,01-25-2024,charlie,Keyboard,Accessories,$100,3,15%,canada,pending
1023,09-11-2024,david,Monitor,Electronics,300,5,,canada,shipped
1055,11/04/2024,emma,Keyboard,Accessories,$100,1,,Germany,delivered
1091,08/06/2024,,Camera,Electronics,$700,1,20%,canada,pending
1081,01/30/2024,,Mouse,Accessories,$50,two,,Germany,shipped
1016,02/04/2024,ALICE,Monitor,Electronics,$300,5,,Germany,pending
1047,08/15/2024,emma,Tablet,Electronics,$500,4,,USA,shipped
1094,2024-04-05,emma,Mouse,Accessories,50,1,,Germany,shipped
1078,05-26-2024,david,Headphones,Accessories,$200,1,15%,USA,delivered
1040,2024-12-07,,Phone,Electronics,$800,three,5%,Canada,delivered
1028,03/03/2024,ALICE,Tablet,Electronics,$500,4,10%,Germany,delivered
1016,11/09/2024,alice,Keyboard,Accessories,$100,4,20%,USA,shipped
1040,11/24/2024,david,Camera,Electronics,$700,3,20%,Usa,shipped
1055,09/14/2024,ALICE,Phone,Electronics,$800,3,5%,Canada,delivered
1036,2024-02-10,bob,Printer,Electronics,$250,3,,Usa,delivered
1074,03/19/2024,,Speaker,Accessories,150,5,0%,usa,shipped
1005,11-24-2024,charlie,Headphones,Accessories,200,4,,germany,pending
1082,2024-06-03,bob,Mouse,Accessories,$50,1,,canada,pending
1059,2024-04-14,emma,Tablet,Electronics,$500,3,15%,Usa,pending
1065,10/14/2024,charlie,Headphones,Accessories,$200,3,,usa,pending
1049,2024-11-11,bob,Tablet,Electronics,500,5,,Usa,pending
1065,2024-08-27,charlie,Camera,Electronics,$700,4,5%,Canada,shipped
1006,2024-05-24,emma,Camera,Electronics,$700,one,10%,Canada,pending
1046,2024-01-24,alice,Speaker,Accessories,$150,3,,germany,pending
1097,2024-10-08,ALICE,Speaker,Accessories,$150,1,,Canada,pending
1071,07/06/2024,bob,Speaker,Accessories,$150,5,,Canada,pending
1066,08/21/2024,emma,Printer,Electronics,$250,5,20%,UK,delivered
1043,09-16-2024,emma,Camera,Electronics,700,3,,Canada,delivered
1014,08-01-2024,charlie,Laptop,Electronics,$1000,three,20%,uk,delivered
1006,2024-10-25,bob,Printer,Electronics,$250,5,5%,usa,delivered
1089,02/26/2024,alice,Camera,Electronics,$700,2,,germany,delivered
1060,02-01-2024,bob,Printer,Electronics,$250,three,15%,Canada,shipped
1058,2024-09-29,emma,Monitor,Electronics,$300,3,,uk,pending
1071,06/01/2024,charlie,Keyboard,Accessories,100,4,10%,UK,shipped
1073,12-12-2024,david,Mouse,Accessories,50,2,,USA,pending
1056,2024-12-01,,Camera,Electronics,$700,5,10%,Usa,shipped
1078,10/27/2024,bob,Laptop,Electronics,$1000,5,,USA,pending
1042,08/29/2024,,Tablet,Electronics,$500,five,,Germany,pending
1083,2024-04-12,charlie,Keyboard,Accessories,$100,1,,usa,shipped
1053,03/31/2024,ALICE,Mouse,Accessories,50,two,10%,usa,shipped
1038,10-17-2024,alice,Monitor,Electronics,$300,5,5%,germany,pending
1034,04/08/2024,charlie,Tablet,Electronics,500,3,,Canada,pending
1072,12/11/2024,bob,Speaker,Accessories,150,four,0%,canada,delivered
1012,04/04/2024,david,Monitor,Electronics,300,1,,UK,pending
1038,10-25-2024,emma,Laptop,Electronics,$1000,3,,USA,pending
1039,2024-03-22,,Printer,Electronics,250,3,10%,Canada,delivered
1028,04/22/2024,david,Tablet,Electronics,$500,5,15%,germany,delivered
1027,05-06-2024,ALICE,Speaker,Accessories,150,1,10%,USA,delivered
1014,02-01-2024,emma,Headphones,Accessories,$200,2,15%,USA,delivered
1026,2024-10-25,alice,Printer,Electronics,$250,1,15%,usa,delivered
1059,2024-12-10,,Laptop,Electronics,$1000,1,0%,canada,pending
1089,02-02-2024,alice,Phone,Electronics,800,4,5%,canada,pending
1048,2024-08-17,david,Phone,Electronics,$800,5,0%,Usa,delivered
1050,09/27/2024,,Headphones,Accessories,200,one,20%,canada,delivered
1048,04/27/2024,david,Monitor,Electronics,$300,two,0%,usa,delivered
1053,11/10/2024,bob,Headphones,Accessories,$200,5,0%,uk,delivered
1005,2024-07-24,bob,Printer,Electronics,$250,1,5%,Canada,delivered
1076,2024-12-10,bob,Keyboard,Accessories,100,5,0%,germany,delivered
1094,03-30-2024,,Mouse,Accessories,$50,one,15%,germany,pending
1089,2024-08-01,bob,Keyboard,Accessories,$100,5,10%,Usa,pending
1007,2024-10-14,david,Printer,Electronics,$250,4,,USA,pending
1047,02-17-2024,,Headphones,Accessories,$200,4,0%,uk,delivered
1092,12-09-2024,bob,Camera,Electronics,$700,3,5%,uk,delivered
1015,09/02/2024,,Speaker,Accessories,150,four,10%,canada,pending
1068,2024-11-28,charlie,Keyboard,Accessories,$100,4,15%,Canada,shipped
1047,2024-06-09,alice,Speaker,Accessories,150,2,20%,canada,pending
1019,2024-04-10,bob,Mouse,Accessories,$50,2,10%,UK,pending
1092,11-24-2024,david,Camera,Electronics,$700,3,15%,Usa,delivered
1082,01-31-2024,alice,Phone,Electronics,800,1,5%,USA,delivered
1019,01/05/2024,emma,Camera,Electronics,$700,5,15%,Germany,shipped
1000,09-29-2024,david,Laptop,Electronics,$1000,3,,germany,delivered
1086,08/08/2024,alice,Phone,Electronics,$800,2,10%,UK,pending
1010,2024-07-10,david,Speaker,Accessories,$150,2,0%,usa,shipped
1051,2024-07-13,emma,Camera,Electronics,$700,1,,canada,delivered
1100,06-18-2024,ALICE,Phone,Electronics,800,1,20%,Germany,pending
1005,02-08-2024,charlie,Printer,Electronics,$250,1,0%,uk,delivered
1018,2024-12-30,alice,Keyboard,Accessories,$100,2,20%,Canada,pending
1096,03-12-2024,,Phone,Electronics,$800,3,0%,Canada,delivered
1098,11-10-2024,david,Monitor,Electronics,$300,3,5%,Canada,delivered
1048,08/09/2024,,Speaker,Accessories,$150,1,,uk,delivered
1009,2024-02-12,bob,Mouse,Accessories,50,2,0%,USA,shipped
1039,2024-08-15,ALICE,Keyboard,Accessories,$100,1,20%,germany,pending
1013,01/14/2024,charlie,Printer,Electronics,$250,5,0%,UK,pending
1049,02-13-2024,emma,Headphones,Accessories,$200,2,,UK,pending
1034,09/09/2024,alice,Tablet,Electronics,$500,4,10%,UK,shipped
1092,2024-11-16,emma,Speaker,Accessories,$150,1,,canada,pending
1079,2024-07-13,david,Monitor,Electronics,$300,5,5%,Germany,pending
1022,2024-07-22,charlie,Camera,Electronics,700,2,,canada,pending
1014,10/15/2024,emma,Printer,Electronics,$250,5,5%,Germany,pending
1088,2024-02-05,,Camera,Electronics,$700,3,15%,canada,shipped
1057,2024-11-02,emma,Mouse,Accessories,$50,4,10%,germany,delivered
1081,02/13/2024,ALICE,Headphones,Accessories,$200,3,20%,canada,pending
1055,02/24/2024,alice,Keyboard,Accessories,$100,5,5%,Germany,pending
1050,08-25-2024,emma,Printer,Electronics,$250,1,,USA,shipped
1093,2024-03-13,charlie,Monitor,Electronics,$300,2,0%,Germany,delivered
1089,2024-08-19,alice,Keyboard,Accessories,$100,1,0%,Usa,delivered
1031,09/21/2024,emma,Tablet,Electronics,$500,four,,canada,delivered
1023,04-05-2024,,Mouse,Accessories,$50,five,15%,canada,shipped
1090,04/19/2024,charlie,Phone,Electronics,$800,5,15%,USA,pending
1085,09-07-2024,,Monitor,Electronics,$300,5,,Canada,pending
1079,03-29-2024,,Keyboard,Accessories,100,5,,USA,shipped
1039,02/29/2024,charlie,Tablet,Electronics,$500,4,15%,Usa,pending
1081,10-02-2024,,Tablet,Electronics,$500,4,,Germany,delivered
1006,07/02/2024,david,Tablet,Electronics,$500,four,15%,canada,delivered
1062,07-31-2024,ALICE,Camera,Electronics,$700,1,5%,UK,shipped
1035,04-25-2024,charlie,Tablet,Electronics,500,5,20%,germany,shipped
1073,2024-02-28,ALICE,Printer,Electronics,250,3,15%,germany,shipped
1054,02-22-2024,ALICE,Headphones,Accessories,$200,1,0%,Germany,shipped
1099,05/01/2024,ALICE,Speaker,Accessories,$150,5,,Usa,shipped
1026,01-31-2024,charlie,Printer,Electronics,$250,5,10%,UK,delivered
1034,09-20-2024,ALICE,Phone,Electronics,$800,four,5%,Usa,shipped
1018,2024-12-30,ALICE,Headphones,Accessories,200,4,10%,canada,pending
1057,02-08-2024,ALICE,Phone,Electronics,$800,3,15%,Germany,pending
1074,01-02-2024,alice,Camera,Electronics,$700,three,15%,uk,pending
1027,2024-09-10,charlie,Keyboard,Accessories,$100,5,10%,usa,shipped
1012,2024-11-16,alice,Phone,Electronics,800,2,,canada,shipped
1088,03-08-2024,charlie,Tablet,Electronics,500,3,0%,Canada,delivered
1083,03/25/2024,david,Keyboard,Accessories,100,2,,USA,shipped
1027,09/01/2024,bob,Speaker,Accessories,$150,4,0%,canada,delivered
1016,09/01/2024,bob,Mouse,Accessories,$50,1,10%,Usa,pending
1099,03-09-2024,,Tablet,Electronics,$500,5,15%,Canada,delivered
1027,11-17-2024,bob,Mouse,Accessories,$50,four,,USA,shipped
1096,03-04-2024,,Mouse,Accessories,$50,4,,UK,delivered
1010,05-07-2024,emma,Speaker,Accessories,150,3,10%,uk,delivered
1077,09/17/2024,,Mouse,Accessories,$50,1,5%,Germany,pending
1014,2024-05-03,,Speaker,Accessories,$150,one,5%,canada,delivered
1053,07-06-2024,,Tablet,Electronics,500,1,,UK,shipped
1005,2024-01-31,emma,Keyboard,Accessories,$100,5,15%,USA,delivered
1068,10-02-2024,bob,Keyboard,Accessories,$100,1,,Usa,delivered
1041,07-19-2024,,Phone,Electronics,$800,4,0%,uk,shipped
1055,2024-02-29,emma,Speaker,Accessories,$150,2,0%,Usa,pending
1044,09-24-2024,ALICE,Keyboard,Accessories,$100,2,0%,usa,pending
1054,05-19-2024,alice,Keyboard,Accessories,100,5,20%,Canada,shipped
1063,10/17/2024,charlie,Tablet,Electronics,$500,one,0%,uk,delivered
1065,01/02/2024,ALICE,Laptop,Electronics,$1000,4,5%,usa,delivered
1091,2024-12-01,bob,Monitor,Electronics,$300,3,,Canada,shipped
1064,12/10/2024,bob,Headphones,Accessories,200,one,,Germany,pending
1099,2024-06-08,alice,Printer,Electronics,$250,3,10%,uk,pending
1047,2024-10-29,ALICE,Headphones,Accessories,200,5,,usa,pending
1003,04-29-2024,charlie,Laptop,Electronics,1000,1,10%,USA,shipped
1067,2024-05-01,david,Laptop,Electronics,1000,2,,uk,delivered
1052,2024-12-24,david,Phone,Electronics,$800,5,0%,usa,pending
1084,03/07/2024,charlie,Keyboard,Accessories,100,4,10%,Germany,pending
1029,02/08/2024,bob,Speaker,Accessories,$150,1,15%,USA,delivered
1045,2024-04-16,charlie,Camera,Electronics,$700,1,10%,usa,shipped
1041,03/16/2024,,Headphones,Accessories,200,4,10%,Usa,shipped
1051,08-19-2024,,Printer,Electronics,$250,4,0%,usa,shipped
1099,04/23/2024,bob,Mouse,Accessories,$50,1,,USA,shipped
1008,04-11-2024,david,Tablet,Electronics,$500,3,0%,Usa,delivered
1055,2024-07-21,alice,Mouse,Accessories,$50,2,10%,UK,pending
1019,01-18-2024,emma,Speaker,Accessories,$150,3,15%,usa,shipped
1035,07/15/2024,david,Headphones,Accessories,$200,5,20%,usa,pending
1100,2024-12-31,david,Printer,Electronics,250,three,15%,UK,shipped
1003,06-12-2024,bob,Laptop,Electronics,1000,3,20%,Canada,delivered
1029,03/22/2024,bob,Headphones,Accessories,$200,1,20%,canada,pending
1022,03/31/2024,emma,Monitor,Electronics,300,three,,Canada,delivered
1072,03-13-2024,bob,Camera,Electronics,$700,2,,uk,delivered
1028,01-11-2024,david,Laptop,Electronics,$1000,5,,Usa,pending
1007,01/12/2024,emma,Tablet,Electronics,500,five,10%,canada,delivered
1012,2024-06-21,charlie,Tablet,Electronics,500,4,10%,Usa,delivered
1071,12-21-2024,ALICE,Monitor,Electronics,$300,five,10%,Usa,shipped
1093,01-01-2024,emma,Mouse,Accessories,50,5,20%,uk,delivered
1072,2024-02-23,bob,Monitor,Electronics,300,2,0%,Canada,pending
1001,05/15/2024,bob,Phone,Electronics,$800,1,,Germany,delivered
1053,2024-03-26,david,Mouse,Accessories,$50,4,20%,uk,shipped
1057,02/07/2024,charlie,Laptop,Electronics,$1000,1,,canada,shipped
1093,02-08-2024,alice,Monitor,Electronics,$300,five,15%,Usa,delivered
1055,03/21/2024,alice,Monitor,Electronics,$300,2,20%,UK,delivered
1036,06/01/2024,alice,Laptop,Electronics,$1000,five,,Canada,shipped
1054,2024-02-14,ALICE,Speaker,Accessories,$150,1,,UK,shipped
1060,2024-02-29,ALICE,Mouse,Accessories,$50,3,5%,Canada,pending
1047,2024-04-05,alice,Keyboard,Accessories,$100,3,,usa,shipped
1096,12-22-2024,alice,Phone,Electronics,$800,5,5%,germany,shipped
1049,2024-09-24,emma,Camera,Electronics,$700,2,,usa,delivered
1073,09-21-2024,,Speaker,Accessories,$150,4,5%,uk,shipped
1005,08/04/2024,,Mouse,Accessories,$50,two,,USA,shipped
1049,2024-10-11,emma,Monitor,Electronics,300,5,20%,germany,pending
1014,07/31/2024,bob,Speaker,Accessories,$150,one,0%,UK,delivered
1044,2024-07-29,david,Camera,Electronics,$700,4,,Usa,delivered
1077,12-14-2024,david,Laptop,Electronics,$1000,3,,Germany,pending
1047,2024-01-11,ALICE,Keyboard,Accessories,$100,four,5%,Usa,pending
1095,2024-08-14,charlie,Mouse,Accessories,$50,1,,canada,delivered
1062,2024-09-21,ALICE,Laptop,Electronics,$1000,2,15%,Usa,delivered
1072,01/15/2024,bob,Headphones,Accessories,200,2,,Canada,delivered
1025,2024-05-20,ALICE,Camera,Electronics,$700,1,,Germany,delivered
1057,2024-03-31,emma,Printer,Electronics,$250,two,,USA,pending
1003,07/16/2024,bob,Speaker,Accessories,150,two,5%,UK,delivered
1052,09/19/2024,ALICE,Laptop,Electronics,$1000,2,0%,uk,pending
1077,06-05-2024,,Keyboard,Accessories,$100,four,5%,Germany,pending
1086,09-23-2024,david,Speaker,Accessories,$150,five,10%,germany,delivered
1076,2024-11-07,charlie,Phone,Electronics,$800,three,10%,UK,delivered
1091,2024-11-29,bob,Tablet,Electronics,$500,two,20%,canada,delivered
1040,12/14/2024,,Laptop,Electronics,$1000,3,15%,usa,delivered
1090,10/19/2024,charlie,Headphones,Accessories,$200,four,20%,UK,shipped
1084,10/12/2024,charlie,Phone,Electronics,$800,3,5%,Canada,delivered
1011,2024-04-23,bob,Keyboard,Accessories,$100,3,15%,USA,pending
1006,11-20-2024,emma,Speaker,Accessories,$150,2,15%,germany,pending
1052,01/28/2024,bob,Headphones,Accessories,$200,five,5%,Canada,delivered
1023,2024-02-11,charlie,Tablet,Electronics,$500,1,,Usa,delivered
1097,2024-03-22,ALICE,Phone,Electronics,$800,4,15%,canada,shipped
1004,09/30/2024,,Monitor,Electronics,300,3,0%,usa,delivered
1093,05/07/2024,,Monitor,Electronics,$300,1,5%,USA,shipped
1038,2024-05-28,,Printer,Electronics,$250,3,5%,Canada,pending
1045,04/06/2024,ALICE,Mouse,Accessories,$50,2,,usa,delivered
1064,03/27/2024,charlie,Laptop,Electronics,$1000,3,20%,usa,delivered
1013,11/30/2024,alice,Phone,Electronics,$800,4,,Usa,shipped
1088,12-17-2024,alice,Keyboard,Accessories,$100,1,,Usa,pending
1013,09-18-2024,emma,Phone,Electronics,$800,1,10%,germany,shipped
1045,2024-12-26,charlie,Tablet,Electronics,$500,four,15%,Canada,shipped
1000,01-07-2024,alice,Phone,Electronics,800,4,,germany,shipped
1092,2024-02-21,,Headphones,Accessories,$200,3,,Usa,shipped
1037,07-03-2024,charlie,Mouse,Accessories,50,one,0%,Usa,delivered
1082,2024-03-28,charlie,Camera,Electronics,700,three,,Canada,shipped
1014,2024-07-24,david,Keyboard,Accessories,100,4,5%,USA,shipped
1089,01/31/2024,alice,Mouse,Accessories,50,four,5%,canada,pending
1078,01-15-2024,ALICE,Tablet,Electronics,$500,4,0%,USA,pending
